Name,longitude,latitude,TransportMode,StopPlaceType
BLACHIER,806637.1489079264,6479119.708026727,bus,,FR:Quay:241:,any,
BLACHIER,806792.2274035881,6479145.363519362,bus,,FR:Quay:242:,any,
EGLISE RICAMARIE,806887.5940313948,6479198.502946435,bus,,FR:Quay:243:,any,
EGLISE RICAMARIE,807024.9707402333,6479257.279332626,bus,,FR:Quay:244:,any,
DELAYNAUD,807342.2315221592,6479321.51801298,bus,,FR:Quay:245:,any,
DELAYNAUD,807265.5021984197,6479345.150478599,bus,,FR:Quay:246:,any,
CHARTELOUP,813621.1464610605,6478686.574455539,bus,,FR:Quay:2584:,any,
CHARTELOUP,813619.2250014297,6478695.582695249,bus,,FR:Quay:2585:,any,
RIOFOL,784396.8233281921,6479305.851016653,bus,,FR:Quay:2548:,any,
RIOFOL,784324.5879294968,6479270.497206152,bus,,FR:Quay:2549:,any,
GENEVIECQ,786370.4276879312,6479468.919364599,bus,,FR:Quay:2550:,any,
GENEVIECQ,786339.4918473522,6479473.178627069,bus,,FR:Quay:2551:,any,
ROUTE ABOEN,788350.2812167043,6479309.223009586,bus,,FR:Quay:2552:,any,
ROUTE ABOEN,788335.4486716803,6479327.332842971,bus,,FR:Quay:2553:,any,
MONTCOUDIOL,789058.2052048397,6479140.353210292,bus,,FR:Quay:2554:,any,
MONTCOUDIOL,789045.817813054,6479093.500902629,bus,,FR:Quay:2555:,any,
GOURGOIS,793754.0808174742,6479389.171443601,bus,,FR:Quay:2556:,any,
GOURGOIS,793729.1731344211,6479397.3760272935,bus,,FR:Quay:2557:,any,
LE PERTUISET,797848.3491350645,6479620.111419708,bus,,FR:Quay:247:,any,
