service_id,date,exception_type
000025,20230224,1
000025,20230225,1
000025,20230227,1
000025,20230228,1
000025,20230301,1
000025,20230302,1
000025,20230303,1
000025,20230306,1
000025,20230307,1
000025,20230308,1
000025,20230309,1
000025,20230310,1
000025,20230313,1
000025,20230314,1
000025,20230315,1
000025,20230316,1
000025,20230317,1
000025,20230318,1
000025,20230320,1
000025,20230321,1
000025,20230322,1
000025,20230323,1
000025,20230324,1
000025,20230325,1
000025,20230327,1
000025,20230328,1
000025,20230329,1
000025,20230330,1
000025,20230331,1
000025,20230403,1
000025,20230404,1
000025,20230405,1
000025,20230406,1
000025,20230407,1
000025,20230408,1
000025,20230411,1
000025,20230412,1
000025,20230413,1
000025,20230414,1
000026,20230417,1
000026,20230418,1
000026,20230419,1
000026,20230420,1
000026,20230421,1
000026,20230422,1
000026,20230424,1
000026,20230425,1
000026,20230426,1
000026,20230427,1
000026,20230428,1
000026,20230502,1
000026,20230503,1
000026,20230504,1
000026,20230505,1
000027,20230509,1
000028,20230417,1
000028,20230418,1
000028,20230419,1
000028,20230420,1
000028,20230421,1
000028,20230424,1
000028,20230425,1
000028,20230426,1
000028,20230427,1
000028,20230428,1
000028,20230502,1
000028,20230503,1
000028,20230504,1
000028,20230505,1
000029,20230225,1
000029,20230318,1
000029,20230325,1
000030,20230304,1
000030,20230311,1
000031,20230429,1
000032,20230329,1
000033,20230213,1
000033,20230214,1
000033,20230215,1
000033,20230216,1
000033,20230217,1
000033,20230220,1
000033,20230221,1
000033,20230222,1
000033,20230223,1
000033,20230224,1
000033,20230227,1
000033,20230228,1
000033,20230301,1
000033,20230302,1
000033,20230303,1
000033,20230306,1
000033,20230307,1
000033,20230308,1
000033,20230309,1
000033,20230310,1
000033,20230313,1
000033,20230314,1
000033,20230315,1
000033,20230316,1
000033,20230317,1
000033,20230320,1
000033,20230321,1
000033,20230322,1
000033,20230323,1
000033,20230324,1
000033,20230327,1
000033,20230328,1
000033,20230330,1
000033,20230331,1
000033,20230403,1
000033,20230404,1
000033,20230405,1
000033,20230406,1
000033,20230407,1
000033,20230411,1
000033,20230412,1
000033,20230413,1
000033,20230414,1
000033,20230417,1
000033,20230418,1
000033,20230419,1
000033,20230420,1
000033,20230421,1
000033,20230424,1
000033,20230425,1
000033,20230426,1
000033,20230427,1
000033,20230428,1
000033,20230502,1
000033,20230503,1
000033,20230504,1
000033,20230505,1
000033,20230509,1
000034,20230313,1
000034,20230314,1
000034,20230315,1
000034,20230316,1
000034,20230411,1
000034,20230412,1
000034,20230413,1
000035,20230213,1
000035,20230214,1
000035,20230215,1
000035,20230216,1
000035,20230217,1
000035,20230220,1
000035,20230221,1
000035,20230222,1
000035,20230223,1
000035,20230224,1
000035,20230227,1
000035,20230228,1
000035,20230301,1
000035,20230302,1
000035,20230303,1
000035,20230306,1
000035,20230307,1
000035,20230308,1
000035,20230309,1
000035,20230310,1
000035,20230317,1
000035,20230320,1
000035,20230321,1
000035,20230322,1
000035,20230323,1
000035,20230324,1
000035,20230327,1
000035,20230328,1
000035,20230330,1
000035,20230331,1
000035,20230403,1
000035,20230404,1
000035,20230405,1
000035,20230406,1
000035,20230407,1
000035,20230414,1
000036,20230212,1
000036,20230219,1
000036,20230225,1
000036,20230226,1
000036,20230305,1
000036,20230312,1
000036,20230318,1
000036,20230319,1
000036,20230325,1
000036,20230326,1
000036,20230402,1
000036,20230416,1
000036,20230423,1
000037,20230430,1
000038,20230304,1
000038,20230311,1
000038,20230429,1
000039,20230212,1
000039,20230219,1
000039,20230225,1
000039,20230226,1
000039,20230305,1
000039,20230312,1
000039,20230318,1
000039,20230319,1
000039,20230325,1
000039,20230326,1
000039,20230402,1
000039,20230410,1
000039,20230416,1
000040,20230423,1
000040,20230501,1
000040,20230508,1
000041,20230213,1
000041,20230214,1
000041,20230215,1
000041,20230216,1
000041,20230220,1
000041,20230221,1
000041,20230222,1
000041,20230223,1
000041,20230403,1
000041,20230404,1
000041,20230405,1
000041,20230406,1
000041,20230411,1
000041,20230412,1
000041,20230413,1
000041,20230417,1
000041,20230418,1
000041,20230419,1
000041,20230420,1
000041,20230424,1
000041,20230425,1
000041,20230426,1
000041,20230427,1
000041,20230502,1
000041,20230503,1
000041,20230504,1
000041,20230509,1
000042,20230217,1
000042,20230224,1
000042,20230227,1
000042,20230228,1
000042,20230301,1
000042,20230302,1
000042,20230303,1
000042,20230306,1
000042,20230307,1
000042,20230308,1
000042,20230309,1
000042,20230310,1
000042,20230313,1
000042,20230314,1
000042,20230315,1
000042,20230316,1
000042,20230317,1
000042,20230320,1
000042,20230321,1
000042,20230322,1
000042,20230323,1
000042,20230324,1
000042,20230327,1
000042,20230328,1
000042,20230329,1
000042,20230330,1
000042,20230331,1
000042,20230407,1
000042,20230414,1
000042,20230421,1
000042,20230428,1
000042,20230505,1
000043,20230225,1
000043,20230318,1
000043,20230325,1
000043,20230408,1
000043,20230422,1
000044,20230211,1
000044,20230218,1
000045,20230415,1
000046,20230506,1
000047,20230211,1
000047,20230218,1
000047,20230506,1
000048,20230401,1
000049,20230225,1
000049,20230226,1
000049,20230318,1
000049,20230319,1
000049,20230325,1
000049,20230326,1
000049,20230408,1
000050,20230402,1
000050,20230409,1
000050,20230410,1
000050,20230416,1
000050,20230507,1
000050,20230508,1
000051,20230212,1
000051,20230219,1
000051,20230423,1
000052,20230422,1
000053,20230305,1
000053,20230312,1
000054,20230225,1
000054,20230226,1
000054,20230318,1
000054,20230319,1
000054,20230325,1
000054,20230326,1
000054,20230408,1
000054,20230422,1
000055,20230402,1
000055,20230410,1
000055,20230416,1
000055,20230508,1
000056,20230304,1
000056,20230311,1
000056,20230401,1
000056,20230429,1
000057,20230409,1
000057,20230507,1
000058,20230402,1
000058,20230409,1
000058,20230507,1
000059,20230410,1
000059,20230416,1
000059,20230508,1
000060,20230305,1
000060,20230312,1
000060,20230430,1
000060,20230501,1
000061,20230211,1
000061,20230218,1
000061,20230422,1
000062,20230401,1
000062,20230408,1
000062,20230415,1
000062,20230506,1
000063,20230501,1
000064,20230225,1
000064,20230226,1
000064,20230318,1
000064,20230319,1
000064,20230325,1
000064,20230326,1
000065,20230305,1
000065,20230312,1
000065,20230430,1
000066,20230401,1
000066,20230402,1
000066,20230408,1
000066,20230410,1
000066,20230415,1
000066,20230416,1
000066,20230506,1
000066,20230508,1
000067,20230211,1
000067,20230212,1
000067,20230218,1
000067,20230219,1
000067,20230422,1
000067,20230423,1
000068,20230423,1
000069,20230212,1
000069,20230219,1
000070,20230212,1
000070,20230219,1
000070,20230225,1
000070,20230226,1
000070,20230305,1
000070,20230312,1
000070,20230318,1
000070,20230319,1
000070,20230325,1
000070,20230326,1
000070,20230402,1
000070,20230410,1
000070,20230416,1
000070,20230423,1
000070,20230508,1
000071,20230212,1
000071,20230219,1
000071,20230225,1
000071,20230226,1
000071,20230305,1
000071,20230312,1
000071,20230318,1
000071,20230319,1
000071,20230325,1
000071,20230326,1
000071,20230402,1
000071,20230410,1
000071,20230416,1
000071,20230423,1
000071,20230501,1
000071,20230508,1
000072,20230401,1
000072,20230408,1
000072,20230409,1
000072,20230415,1
000072,20230506,1
000072,20230507,1
000073,20230217,1
000073,20230224,1
000073,20230303,1
000073,20230310,1
000073,20230317,1
000073,20230324,1
000073,20230331,1
000073,20230407,1
000073,20230414,1
000073,20230421,1
000073,20230428,1
000073,20230505,1
000074,20230402,1
000074,20230416,1
000074,20230423,1
000075,20230410,1
000075,20230508,1
000076,20230401,1
000076,20230429,1
000077,20230212,1
000077,20230213,1
000077,20230214,1
000077,20230215,1
000077,20230216,1
000077,20230217,1
000077,20230219,1
000077,20230220,1
000077,20230221,1
000077,20230222,1
000077,20230223,1
000077,20230224,1
000077,20230226,1
000077,20230227,1
000077,20230228,1
000077,20230301,1
000077,20230302,1
000077,20230303,1
000077,20230305,1
000077,20230306,1
000077,20230307,1
000077,20230308,1
000077,20230309,1
000077,20230310,1
000077,20230312,1
000077,20230313,1
000077,20230314,1
000077,20230315,1
000077,20230316,1
000077,20230317,1
000077,20230319,1
000077,20230320,1
000077,20230321,1
000077,20230322,1
000077,20230323,1
000077,20230324,1
000077,20230326,1
000077,20230327,1
000077,20230328,1
000077,20230329,1
000077,20230330,1
000077,20230331,1
000077,20230402,1
000077,20230403,1
000077,20230404,1
000077,20230405,1
000077,20230406,1
000077,20230407,1
000077,20230410,1
000077,20230411,1
000077,20230412,1
000077,20230413,1
000077,20230414,1
000077,20230416,1
000077,20230417,1
000077,20230418,1
000077,20230419,1
000077,20230420,1
000077,20230421,1
000077,20230423,1
000077,20230424,1
000077,20230425,1
000077,20230426,1
000077,20230427,1
000077,20230428,1
000077,20230501,1
000077,20230502,1
000077,20230503,1
000077,20230504,1
000077,20230505,1
000077,20230508,1
000077,20230509,1
000078,20230212,1
000078,20230213,1
000078,20230214,1
000078,20230215,1
000078,20230216,1
000078,20230217,1
000078,20230219,1
000078,20230220,1
000078,20230221,1
000078,20230222,1
000078,20230223,1
000078,20230224,1
000078,20230225,1
000078,20230226,1
000078,20230227,1
000078,20230228,1
000078,20230301,1
000078,20230302,1
000078,20230303,1
000078,20230305,1
000078,20230306,1
000078,20230307,1
000078,20230308,1
000078,20230309,1
000078,20230310,1
000078,20230312,1
000078,20230313,1
000078,20230314,1
000078,20230315,1
000078,20230316,1
000078,20230317,1
000078,20230318,1
000078,20230319,1
000078,20230320,1
000078,20230321,1
000078,20230322,1
000078,20230323,1
000078,20230324,1
000078,20230325,1
000078,20230326,1
000078,20230327,1
000078,20230328,1
000078,20230329,1
000078,20230330,1
000078,20230331,1
000078,20230402,1
000078,20230403,1
000078,20230404,1
000078,20230405,1
000078,20230406,1
000078,20230407,1
000078,20230410,1
000078,20230411,1
000078,20230412,1
000078,20230413,1
000078,20230414,1
000078,20230416,1
000078,20230417,1
000078,20230418,1
000078,20230419,1
000078,20230420,1
000078,20230421,1
000078,20230423,1
000078,20230424,1
000078,20230425,1
000078,20230426,1
000078,20230427,1
000078,20230428,1
000078,20230501,1
000078,20230502,1
000078,20230503,1
000078,20230504,1
000078,20230505,1
000078,20230508,1
000078,20230509,1
000079,20230212,1
000079,20230219,1
000079,20230226,1
000079,20230305,1
000079,20230312,1
000079,20230319,1
000079,20230326,1
000079,20230402,1
000079,20230410,1
000079,20230416,1
000079,20230423,1
000079,20230501,1
000079,20230508,1
000080,20230211,1
000080,20230218,1
000080,20230225,1
000081,20230304,1
000081,20230311,1
000081,20230318,1
000081,20230325,1
000081,20230401,1
000081,20230415,1
000081,20230422,1
000081,20230429,1
000082,20230209,1
000082,20230210,1
000082,20230213,1
000082,20230214,1
000082,20230215,1
000082,20230216,1
000082,20230217,1
000082,20230220,1
000082,20230221,1
000082,20230222,1
000082,20230223,1
000082,20230224,1
000083,20230227,1
000083,20230228,1
000083,20230301,1
000083,20230302,1
000083,20230303,1
000083,20230306,1
000083,20230307,1
000083,20230308,1
000083,20230309,1
000083,20230310,1
000083,20230313,1
000083,20230314,1
000083,20230315,1
000083,20230316,1
000083,20230317,1
000083,20230320,1
000083,20230321,1
000083,20230322,1
000083,20230323,1
000083,20230324,1
000083,20230327,1
000083,20230328,1
000083,20230329,1
000083,20230330,1
000083,20230331,1
000083,20230403,1
000083,20230404,1
000083,20230405,1
000083,20230406,1
000083,20230407,1
000083,20230411,1
000083,20230412,1
000083,20230413,1
000083,20230414,1
000083,20230417,1
000083,20230418,1
000083,20230419,1
000083,20230420,1
000083,20230421,1
000083,20230424,1
000083,20230425,1
000083,20230426,1
000083,20230427,1
000083,20230428,1
000083,20230502,1
000083,20230503,1
000083,20230504,1
000083,20230505,1
000083,20230509,1
000084,20230408,1
000084,20230506,1
000085,20230408,1
000085,20230415,1
000085,20230416,1
000085,20230422,1
000085,20230423,1
000085,20230429,1
000085,20230430,1
000085,20230501,1
000085,20230506,1
000086,20230213,1
000086,20230214,1
000086,20230215,1
000086,20230216,1
000086,20230217,1
000086,20230220,1
000086,20230221,1
000086,20230222,1
000086,20230223,1
000086,20230224,1
000087,20230304,1
000087,20230305,1
000087,20230311,1
000087,20230312,1
000087,20230318,1
000087,20230319,1
000087,20230325,1
000087,20230326,1
000087,20230401,1
000087,20230402,1
000088,20230211,1
000088,20230212,1
000088,20230218,1
000088,20230219,1
000088,20230225,1
000088,20230226,1
000089,20230403,1
000089,20230404,1
000089,20230405,1
000089,20230406,1
000089,20230407,1
000089,20230411,1
000089,20230412,1
000089,20230413,1
000089,20230414,1
000089,20230417,1
000089,20230418,1
000089,20230419,1
000089,20230420,1
000089,20230421,1
000089,20230424,1
000089,20230425,1
000089,20230426,1
000089,20230427,1
000089,20230428,1
000089,20230502,1
000089,20230503,1
000089,20230504,1
000089,20230505,1
000089,20230509,1
000090,20230227,1
000090,20230228,1
000090,20230301,1
000090,20230302,1
000090,20230306,1
000090,20230307,1
000090,20230308,1
000090,20230309,1
000090,20230310,1
000090,20230313,1
000090,20230314,1
000090,20230315,1
000090,20230316,1
000090,20230317,1
000090,20230320,1
000090,20230321,1
000090,20230322,1
000090,20230323,1
000090,20230324,1
000090,20230327,1
000090,20230328,1
000090,20230329,1
000090,20230330,1
000090,20230331,1
000091,20230303,1
000092,20230209,1
000092,20230210,1
000092,20230213,1
000092,20230214,1
000092,20230215,1
000092,20230216,1
000092,20230217,1
000092,20230220,1
000092,20230221,1
000092,20230222,1
000092,20230223,1
000092,20230224,1
000092,20230227,1
000092,20230228,1
000092,20230301,1
000092,20230302,1
000092,20230303,1
000092,20230306,1
000092,20230307,1
000092,20230308,1
000092,20230309,1
000092,20230310,1
000092,20230313,1
000092,20230314,1
000092,20230315,1
000092,20230316,1
000092,20230317,1
000092,20230320,1
000092,20230321,1
000092,20230322,1
000092,20230323,1
000092,20230324,1
000092,20230327,1
000092,20230328,1
000092,20230329,1
000092,20230330,1
000092,20230331,1
000092,20230403,1
000092,20230404,1
000092,20230405,1
000092,20230406,1
000092,20230407,1
000092,20230411,1
000092,20230412,1
000092,20230413,1
000092,20230414,1
000092,20230417,1
000092,20230418,1
000092,20230419,1
000092,20230420,1
000092,20230421,1
000092,20230424,1
000092,20230425,1
000092,20230426,1
000092,20230427,1
000092,20230428,1
000092,20230502,1
000092,20230503,1
000092,20230504,1
000092,20230505,1
000092,20230509,1
000093,20230227,1
000093,20230228,1
000093,20230301,1
000093,20230302,1
000093,20230303,1
000093,20230304,1
000093,20230306,1
000093,20230307,1
000093,20230308,1
000093,20230309,1
000093,20230310,1
000093,20230311,1
000093,20230316,1
000093,20230317,1
000093,20230318,1
000093,20230320,1
000093,20230321,1
000093,20230322,1
000093,20230323,1
000093,20230324,1
000093,20230325,1
000093,20230327,1
000093,20230328,1
000093,20230329,1
000093,20230330,1
000093,20230331,1
000093,20230401,1
000093,20230403,1
000093,20230404,1
000093,20230405,1
000093,20230406,1
000093,20230407,1
000093,20230408,1
000093,20230411,1
000093,20230412,1
000093,20230413,1
000093,20230414,1
000093,20230415,1
000093,20230417,1
000093,20230418,1
000093,20230419,1
000093,20230420,1
000093,20230421,1
000093,20230422,1
000093,20230424,1
000093,20230425,1
000093,20230426,1
000093,20230427,1
000093,20230428,1
000093,20230429,1
000093,20230502,1
000093,20230503,1
000093,20230504,1
000093,20230505,1
000093,20230506,1
